abort 0x3F0046 %S16 #Signed
PieCtrlRegs.PIEIFR8.bit.INTx6 0x0CF1 %B16 #MASK=0x20
PieCtrlRegs.PIEIFR8.bit.INTx7 0x0CF1 %B16 #MASK=0x40
PieCtrlRegs.PIEIFR8.bit.INTx8 0x0CF1 %B16 #MASK=0x80
PieCtrlRegs.PIEIFR8.bit.rsvd 0x0CF1 %B16 #MASK=0xFF00
PieCtrlRegs.PIEIFR9.all 0x0CF3 %U16 #Unsigned
PieCtrlRegs.PIEIFR9.bit.INTx1 0x0CF3 %B16 #MASK=0x1
PieCtrlRegs.PIEIFR9.bit.INTx2 0x0CF3 %B16 #MASK=0x2
PieCtrlRegs.PIEIFR9.bit.INTx3 0x0CF3 %B16 #MASK=0x4
PieCtrlRegs.PIEIFR9.bit.INTx4 0x0CF3 %B16 #MASK=0x8
PieCtrlRegs.PIEIFR9.bit.INTx5 0x0CF3 %B16 #MASK=0x10
PieCtrlRegs.PIEIFR9.bit.INTx6 0x0CF3 %B16 #MASK=0x20
PieCtrlRegs.PIEIFR9.bit.INTx7 0x0CF3 %B16 #MASK=0x40
PieCtrlRegs.PIEIFR9.bit.INTx8 0x0CF3 %B16 #MASK=0x80
PieCtrlRegs.PIEIFR9.bit.rsvd 0x0CF3 %B16 #MASK=0xFF00
PieVectTable.ADCINT1 0x0D40 %*VOID #Unsigned
PieVectTable.ADCINT2 0x0D42 %*VOID #Unsigned
PieVectTable.ADCINT3 0x0DD4 %*VOID #Unsigned
PieVectTable.ADCINT4 0x0DD6 %*VOID #Unsigned
PieVectTable.ADCINT5 0x0DD8 %*VOID #Unsigned
PieVectTable.ADCINT6 0x0DDA %*VOID #Unsigned
PieVectTable.ADCINT7 0x0DDC %*VOID #Unsigned
PieVectTable.ADCINT8 0x0DDE %*VOID #Unsigned
PieVectTable.ADCINT9 0x0D4A %*VOID #Unsigned
PieVectTable.DATALOG 0x0D1E %*VOID #Unsigned
PieVectTable.ECAP1_INT 0x0D70 %*VOID #Unsigned
PieVectTable.EMUINT 0x0D22 %*VOID #Unsigned
PieVectTable.EPWM1_INT 0x0D60 %*VOID #Unsigned
PieVectTable.EPWM1_TZINT 0x0D50 %*VOID #Unsigned
PieVectTable.EPWM2_INT 0x0D62 %*VOID #Unsigned
PieVectTable.EPWM2_TZINT 0x0D52 %*VOID #Unsigned
PieVectTable.EPWM3_INT 0x0D64 %*VOID #Unsigned
PieVectTable.EPWM3_TZINT 0x0D54 %*VOID #Unsigned
PieVectTable.EPWM4_INT 0x0D66 %*VOID #Unsigned
PieVectTable.EPWM4_TZINT 0x0D56 %*VOID #Unsigned
PieVectTable.I2CINT1A 0x0DB0 %*VOID #Unsigned
PieVectTable.I2CINT2A 0x0DB2 %*VOID #Unsigned
PieVectTable.ILLEGAL 0x0D26 %*VOID #Unsigned
PieVectTable.NMI 0x0D24 %*VOID #Unsigned
PieVectTable.PIE1_RESERVED 0x0D00 %*VOID #Unsigned
PieVectTable.PIE10_RESERVED 0x0D12 %*VOID #Unsigned
PieVectTable.PIE11_RESERVED 0x0D14 %*VOID #Unsigned
PieVectTable.PIE12_RESERVED 0x0D16 %*VOID #Unsigned
PieVectTable.PIE13_RESERVED 0x0D18 %*VOID #Unsigned
PieVectTable.PIE2_RESERVED 0x0D02 %*VOID #Unsigned
PieVectTable.PIE3_RESERVED 0x0D04 %*VOID #Unsigned
PieVectTable.PIE4_RESERVED 0x0D06 %*VOID #Unsigned
PieVectTable.PIE5_RESERVED 0x0D08 %*VOID #Unsigned
PieVectTable.PIE6_RESERVED 0x0D0A %*VOID #Unsigned
PieVectTable.PIE7_RESERVED 0x0D0C %*VOID #Unsigned
PieVectTable.PIE8_RESERVED 0x0D0E %*VOID #Unsigned
PieVectTable.PIE9_RESERVED 0x0D10 %*VOID #Unsigned
PieVectTable.rsvd1_3 0x0D44 %*VOID #Unsigned
PieVectTable.rsvd10_1 0x0DD0 %*VOID #Unsigned
PieVectTable.rsvd10_2 0x0DD2 %*VOID #Unsigned
PieVectTable.rsvd11_1 0x0DE0 %*VOID #Unsigned
PieVectTable.rsvd11_2 0x0DE2 %*VOID #Unsigned
PieVectTable.rsvd11_3 0x0DE4 %*VOID #Unsigned
PieVectTable.rsvd11_4 0x0DE6 %*VOID #Unsigned
PieVectTable.rsvd11_5 0x0DE8 %*VOID #Unsigned
PieVectTable.rsvd11_6 0x0DEA %*VOID #Unsigned
PieVectTable.rsvd11_7 0x0DEC %*VOID #Unsigned
PieVectTable.rsvd11_8 0x0DEE %*VOID #Unsigned
PieVectTable.rsvd12_2 0x0DF2 %*VOID #Unsigned
PieVectTable.rsvd12_3 0x0DF4 %*VOID #Unsigned
PieVectTable.rsvd12_4 0x0DF6 %*VOID #Unsigned
PieVectTable.rsvd12_5 0x0DF8 %*VOID #Unsigned
PieVectTable.rsvd12_6 0x0DFA %*VOID #Unsigned
PieVectTable.rsvd12_7 0x0DFC %*VOID #Unsigned
PieVectTable.rsvd12_8 0x0DFE %*VOID #Unsigned
PieVectTable.rsvd2_5 0x0D58 %*VOID #Unsigned
PieVectTable.rsvd2_6 0x0D5A %*VOID #Unsigned
PieVectTable.rsvd2_7 0x0D5C %*VOID #Unsigned
PieVectTable.rsvd2_8 0x0D5E %*VOID #Unsigned
PieVectTable.rsvd3_5 0x0D68 %*VOID #Unsigned
PieVectTable.rsvd3_6 0x0D6A %*VOID #Unsigned
PieVectTable.rsvd3_7 0x0D6C %*VOID #Unsigned
PieVectTable.rsvd3_8 0x0D6E %*VOID #Unsigned
PieVectTable.rsvd4_2 0x0D72 %*VOID #Unsigned
PieVectTable.rsvd4_3 0x0D74 %*VOID #Unsigned
PieVectTable.rsvd4_4 0x0D76 %*VOID #Unsigned
PieVectTable.rsvd4_5 0x0D78 %*VOID #Unsigned
PieVectTable.rsvd4_6 0x0D7A %*VOID #Unsigned
PieVectTable.rsvd4_7 0x0D7C %*VOID #Unsigned
PieVectTable.rsvd4_8 0x0D7E %*VOID #Unsigned
PieVectTable.rsvd5_1 0x0D80 %*VOID #Unsigned
PieVectTable.rsvd5_2 0x0D82 %*VOID #Unsigned
PieVectTable.rsvd5_3 0x0D84 %*VOID #Unsigned
PieVectTable.rsvd5_4 0x0D86 %*VOID #Unsigned
PieVectTable.rsvd5_5 0x0D88 %*VOID #Unsigned
PieVectTable.rsvd5_6 0x0D8A %*VOID #Unsigned
PieVectTable.rsvd5_7 0x0D8C %*VOID #Unsigned
PieVectTable.rsvd5_8 0x0D8E %*VOID #Unsigned
PieVectTable.rsvd6_3 0x0D94 %*VOID #Unsigned
PieVectTable.rsvd6_4 0x0D96 %*VOID #Unsigned
PieVectTable.rsvd6_5 0x0D98 %*VOID #Unsigned
PieVectTable.rsvd6_6 0x0D9A %*VOID #Unsigned
PieVectTable.rsvd6_7 0x0D9C %*VOID #Unsigned
PieVectTable.rsvd6_8 0x0D9E %*VOID #Unsigned
PieVectTable.rsvd7_1 0x0DA0 %*VOID #Unsigned
PieVectTable.rsvd7_2 0x0DA2 %*VOID #Unsigned
PieVectTable.rsvd7_3 0x0DA4 %*VOID #Unsigned
PieVectTable.rsvd7_4 0x0DA6 %*VOID #Unsigned
PieVectTable.rsvd7_5 0x0DA8 %*VOID #Unsigned
PieVectTable.rsvd7_6 0x0DAA %*VOID #Unsigned
PieVectTable.rsvd7_7 0x0DAC %*VOID #Unsigned
PieVectTable.rsvd7_8 0x0DAE %*VOID #Unsigned
PieVectTable.rsvd8_3 0x0DB4 %*VOID #Unsigned
PieVectTable.rsvd8_4 0x0DB6 %*VOID #Unsigned
PieVectTable.rsvd8_5 0x0DB8 %*VOID #Unsigned
PieVectTable.rsvd8_6 0x0DBA %*VOID #Unsigned
PieVectTable.rsvd8_7 0x0DBC %*VOID #Unsigned
PieVectTable.rsvd8_8 0x0DBE %*VOID #Unsigned
PieVectTable.rsvd9_3 0x0DC4 %*VOID #Unsigned
PieVectTable.rsvd9_4 0x0DC6 %*VOID #Unsigned
PieVectTable.rsvd9_5 0x0DC8 %*VOID #Unsigned
PieVectTable.rsvd9_6 0x0DCA %*VOID #Unsigned
PieVectTable.rsvd9_7 0x0DCC %*VOID #Unsigned
PieVectTable.rsvd9_8 0x0DCE %*VOID #Unsigned
PieVectTable.RTOSINT 0x0D20 %*VOID #Unsigned
PieVectTable.SCIRXINTA 0x0DC0 %*VOID #Unsigned
PieVectTable.SCITXINTA 0x0DC2 %*VOID #Unsigned
PieVectTable.SPIRXINTA 0x0D90 %*VOID #Unsigned
PieVectTable.SPITXINTA 0x0D92 %*VOID #Unsigned
PieVectTable.TINT0 0x0D4C %*VOID #Unsigned
PieVectTable.TINT1 0x0D1A %*VOID #Unsigned
PieVectTable.TINT2 0x0D1C %*VOID #Unsigned
PieVectTable.USER1 0x0D28 %*VOID #Unsigned
PieVectTable.USER10 0x0D3A %*VOID #Unsigned
PieVectTable.USER11 0x0D3C %*VOID #Unsigned
PieVectTable.USER12 0x0D3E %*VOID #Unsigned
PieVectTable.USER2 0x0D2A %*VOID #Unsigned
PieVectTable.USER3 0x0D2C %*VOID #Unsigned
PieVectTable.USER4 0x0D2E %*VOID #Unsigned
PieVectTable.USER5 0x0D30 %*VOID #Unsigned
PieVectTable.USER6 0x0D32 %*VOID #Unsigned
PieVectTable.USER7 0x0D34 %*VOID #Unsigned
PieVectTable.USER8 0x0D36 %*VOID #Unsigned
PieVectTable.USER9 0x0D38 %*VOID #Unsigned
PieVectTable.WAKEINT 0x0D4E %*VOID #Unsigned
PieVectTable.XINT1 0x0D46 %*VOID #Unsigned
PieVectTable.XINT2 0x0D48 %*VOID #Unsigned
PieVectTable.XINT3 0x0DF0 %*VOID #Unsigned
PieVectTableInit.ADCINT1 0x3F17E4 %*VOID #Unsigned
PieVectTableInit.ADCINT2 0x3F17E6 %*VOID #Unsigned
PieVectTableInit.ADCINT3 0x3F1878 %*VOID #Unsigned
PieVectTableInit.ADCINT4 0x3F187A %*VOID #Unsigned
PieVectTableInit.ADCINT5 0x3F187C %*VOID #Unsigned
PieVectTableInit.ADCINT6 0x3F187E %*VOID #Unsigned
PieVectTableInit.ADCINT7 0x3F1880 %*VOID #Unsigned
PieVectTableInit.ADCINT8 0x3F1882 %*VOID #Unsigned
PieVectTableInit.ADCINT9 0x3F17EE %*VOID #Unsigned
PieVectTableInit.DATALOG 0x3F17C2 %*VOID #Unsigned
PieVectTableInit.ECAP1_INT 0x3F1814 %*VOID #Unsigned
PieVectTableInit.EMUINT 0x3F17C6 %*VOID #Unsigned
PieVectTableInit.EPWM1_INT 0x3F1804 %*VOID #Unsigned
PieVectTableInit.EPWM1_TZINT 0x3F17F4 %*VOID #Unsigned
PieVectTableInit.EPWM2_INT 0x3F1806 %*VOID #Unsigned
PieVectTableInit.EPWM2_TZINT 0x3F17F6 %*VOID #Unsigned
PieVectTableInit.EPWM3_INT 0x3F1808 %*VOID #Unsigned
PieVectTableInit.EPWM3_TZINT 0x3F17F8 %*VOID #Unsigned
PieVectTableInit.EPWM4_INT 0x3F180A %*VOID #Unsigned
PieVectTableInit.EPWM4_TZINT 0x3F17FA %*VOID #Unsigned
PieVectTableInit.I2CINT1A 0x3F1854 %*VOID #Unsigned
PieVectTableInit.I2CINT2A 0x3F1856 %*VOID #Unsigned
PieVectTableInit.ILLEGAL 0x3F17CA %*VOID #Unsigned
PieVectTableInit.NMI 0x3F17C8 %*VOID #Unsigned
PieVectTableInit.PIE1_RESERVED 0x3F17A4 %*VOID #Unsigned
PieVectTableInit.PIE10_RESERVED 0x3F17B6 %*VOID #Unsigned
PieVectTableInit.PIE11_RESERVED 0x3F17B8 %*VOID #Unsigned
PieVectTableInit.PIE12_RESERVED 0x3F17BA %*VOID #Unsigned
PieVectTableInit.PIE13_RESERVED 0x3F17BC %*VOID #Unsigned
PieVectTableInit.PIE2_RESERVED 0x3F17A6 %*VOID #Unsigned
PieVectTableInit.PIE3_RESERVED 0x3F17A8 %*VOID #Unsigned
PieVectTableInit.PIE4_RESERVED 0x3F17AA %*VOID #Unsigned
PieVectTableInit.PIE5_RESERVED 0x3F17AC %*VOID #Unsigned
PieVectTableInit.PIE6_RESERVED 0x3F17AE %*VOID #Unsigned
PieVectTableInit.PIE7_RESERVED 0x3F17B0 %*VOID #Unsigned
PieVectTableInit.PIE8_RESERVED 0x3F17B2 %*VOID #Unsigned
PieVectTableInit.PIE9_RESERVED 0x3F17B4 %*VOID #Unsigned
PieVectTableInit.rsvd1_3 0x3F17E8 %*VOID #Unsigned
PieVectTableInit.rsvd10_1 0x3F1874 %*VOID #Unsigned
PieVectTableInit.rsvd10_2 0x3F1876 %*VOID #Unsigned
PieVectTableInit.rsvd11_1 0x3F1884 %*VOID #Unsigned
PieVectTableInit.rsvd11_2 0x3F1886 %*VOID #Unsigned
PieVectTableInit.rsvd11_3 0x3F1888 %*VOID #Unsigned
PieVectTableInit.rsvd11_4 0x3F188A %*VOID #Unsigned
PieVectTableInit.rsvd11_5 0x3F188C %*VOID #Unsigned
PieVectTableInit.rsvd11_6 0x3F188E %*VOID #Unsigned
PieVectTableInit.rsvd11_7 0x3F1890 %*VOID #Unsigned
PieVectTableInit.rsvd11_8 0x3F1892 %*VOID #Unsigned
PieVectTableInit.rsvd12_2 0x3F1896 %*VOID #Unsigned
PieVectTableInit.rsvd12_3 0x3F1898 %*VOID #Unsigned
PieVectTableInit.rsvd12_4 0x3F189A %*VOID #Unsigned
PieVectTableInit.rsvd12_5 0x3F189C %*VOID #Unsigned
PieVectTableInit.rsvd12_6 0x3F189E %*VOID #Unsigned
PieVectTableInit.rsvd12_7 0x3F18A0 %*VOID #Unsigned
PieVectTableInit.rsvd12_8 0x3F18A2 %*VOID #Unsigned
PieVectTableInit.rsvd2_5 0x3F17FC %*VOID #Unsigned
PieVectTableInit.rsvd2_6 0x3F17FE %*VOID #Unsigned
PieVectTableInit.rsvd2_7 0x3F1800 %*VOID #Unsigned
PieVectTableInit.rsvd2_8 0x3F1802 %*VOID #Unsigned
PieVectTableInit.rsvd3_5 0x3F180C %*VOID #Unsigned
PieVectTableInit.rsvd3_6 0x3F180E %*VOID #Unsigned
PieVectTableInit.rsvd3_7 0x3F1810 %*VOID #Unsigned
PieVectTableInit.rsvd3_8 0x3F1812 %*VOID #Unsigned
PieVectTableInit.rsvd4_2 0x3F1816 %*VOID #Unsigned
PieVectTableInit.rsvd4_3 0x3F1818 %*VOID #Unsigned
PieVectTableInit.rsvd4_4 0x3F181A %*VOID #Unsigned
PieVectTableInit.rsvd4_5 0x3F181C %*VOID #Unsigned
PieVectTableInit.rsvd4_6 0x3F181E %*VOID #Unsigned
PieVectTableInit.rsvd4_7 0x3F1820 %*VOID #Unsigned
PieVectTableInit.rsvd4_8 0x3F1822 %*VOID #Unsigned
PieVectTableInit.rsvd5_1 0x3F1824 %*VOID #Unsigned
PieVectTableInit.rsvd5_2 0x3F1826 %*VOID #Unsigned
PieVectTableInit.rsvd5_3 0x3F1828 %*VOID #Unsigned
PieVectTableInit.rsvd5_4 0x3F182A %*VOID #Unsigned
PieVectTableInit.rsvd5_5 0x3F182C %*VOID #Unsigned
PieVectTableInit.rsvd5_6 0x3F182E %*VOID #Unsigned
PieVectTableInit.rsvd5_7 0x3F1830 %*VOID #Unsigned
PieVectTableInit.rsvd5_8 0x3F1832 %*VOID #Unsigned
PieVectTableInit.rsvd6_3 0x3F1838 %*VOID #Unsigned
PieVectTableInit.rsvd6_4 0x3F183A %*VOID #Unsigned
PieVectTableInit.rsvd6_5 0x3F183C %*VOID #Unsigned
PieVectTableInit.rsvd6_6 0x3F183E %*VOID #Unsigned
PieVectTableInit.rsvd6_7 0x3F1840 %*VOID #Unsigned
PieVectTableInit.rsvd6_8 0x3F1842 %*VOID #Unsigned
PieVectTableInit.rsvd7_1 0x3F1844 %*VOID #Unsigned
PieVectTableInit.rsvd7_2 0x3F1846 %*VOID #Unsigned
PieVectTableInit.rsvd7_3 0x3F1848 %*VOID #Unsigned
PieVectTableInit.rsvd7_4 0x3F184A %*VOID #Unsigned
PieVectTableInit.rsvd7_5 0x3F184C %*VOID #Unsigned
PieVectTableInit.rsvd7_6 0x3F184E %*VOID #Unsigned
PieVectTableInit.rsvd7_7 0x3F1850 %*VOID #Unsigned
PieVectTableInit.rsvd7_8 0x3F1852 %*VOID #Unsigned
PieVectTableInit.rsvd8_3 0x3F1858 %*VOID #Unsigned
PieVectTableInit.rsvd8_4 0x3F185A %*VOID #Unsigned
PieVectTableInit.rsvd8_5 0x3F185C %*VOID #Unsigned
PieVectTableInit.rsvd8_6 0x3F185E %*VOID #Unsigned
PieVectTableInit.rsvd8_7 0x3F1860 %*VOID #Unsigned
PieVectTableInit.rsvd8_8 0x3F1862 %*VOID #Unsigned
PieVectTableInit.rsvd9_3 0x3F1868 %*VOID #Unsigned
PieVectTableInit.rsvd9_4 0x3F186A %*VOID #Unsigned
PieVectTableInit.rsvd9_5 0x3F186C %*VOID #Unsigned
PieVectTableInit.rsvd9_6 0x3F186E %*VOID #Unsigned
PieVectTableInit.rsvd9_7 0x3F1870 %*VOID #Unsigned
PieVectTableInit.rsvd9_8 0x3F1872 %*VOID #Unsigned
PieVectTableInit.RTOSINT 0x3F17C4 %*VOID #Unsigned
PieVectTableInit.SCIRXINTA 0x3F1864 %*VOID #Unsigned
PieVectTableInit.SCITXINTA 0x3F1866 %*VOID #Unsigned
PieVectTableInit.SPIRXINTA 0x3F1834 %*VOID #Unsigned
PieVectTableInit.SPITXINTA 0x3F1836 %*VOID #Unsigned
PieVectTableInit.TINT0 0x3F17F0 %*VOID #Unsigned
PieVectTableInit.TINT1 0x3F17BE %*VOID #Unsigned
PieVectTableInit.TINT2 0x3F17C0 %*VOID #Unsigned
PieVectTableInit.USER1 0x3F17CC %*VOID #Unsigned
PieVectTableInit.USER10 0x3F17DE %*VOID #Unsigned
PieVectTableInit.USER11 0x3F17E0 %*VOID #Unsigned
PieVectTableInit.USER12 0x3F17E2 %*VOID #Unsigned
PieVectTableInit.USER2 0x3F17CE %*VOID #Unsigned
PieVectTableInit.USER3 0x3F17D0 %*VOID #Unsigned
PieVectTableInit.USER4 0x3F17D2 %*VOID #Unsigned
PieVectTableInit.USER5 0x3F17D4 %*VOID #Unsigned
PieVectTableInit.USER6 0x3F17D6 %*VOID #Unsigned
PieVectTableInit.USER7 0x3F17D8 %*VOID #Unsigned
PieVectTableInit.USER8 0x3F17DA %*VOID #Unsigned
PieVectTableInit.USER9 0x3F17DC %*VOID #Unsigned
PieVectTableInit.WAKEINT 0x3F17F2 %*VOID #Unsigned
PieVectTableInit.XINT1 0x3F17EA %*VOID #Unsigned
PieVectTableInit.XINT2 0x3F17EC %*VOID #Unsigned
PieVectTableInit.XINT3 0x3F1894 %*VOID #Unsigned
pRaw 0x889A %*U16 #Unsigned
pTab 0x8898 %*STRUCT #Unsigned
pU16rd 0x88A4 %*UCHAR #Unsigned
PVC_Error_Code 0x8001 %U16 #Unsigned
PVC_System_Day 0x8D78 %U16 #Unsigned
PVC_System_Hour 0x8D70 %U16 #Unsigned
PVC_System_Minute 0x8D75 %U16 #Unsigned
PVC_System_Month 0x8D73 %U16 #Unsigned
PVC_System_Second 0x8D72 %U16 #Unsigned
PVC_System_Year 0x8D6B %U16 #Unsigned
pwm_duty 0x8D82 %U16 #Unsigned
RamfuncsLoadEnd 0x3F1CF8 %S16 #Signed
RamfuncsLoadStart 0x3F1CD7 %S16 #Signed
RamfuncsRunStart 0x0400 %S16 #Signed
s_date 0x8D5E %U32 #Unsigned
s_time 0x8D62 %U32 #Unsigned
save_var 0x8D5A %U16 #Unsigned
sci_ptr_terminal 0x8D68 %*STRUCT #Unsigned
SciaRegs.rsvd1 0x7058 %U16 #Unsigned
SciaRegs.rsvd2 0x705D %U16 #Unsigned
SciaRegs.rsvd3 0x705E %U16 #Unsigned
SciaRegs.SCICCR.all 0x7050 %U16 #Unsigned
SciaRegs.SCICCR.bit.ADDRIDLE_MODE 0x7050 %B16 #MASK=0x8
SciaRegs.SCICCR.bit.LOOPBKENA 0x7050 %B16 #MASK=0x10
SciaRegs.SCICCR.bit.PARITY 0x7050 %B16 #MASK=0x40
SciaRegs.SCICCR.bit.PARITYENA 0x7050 %B16 #MASK=0x20
SciaRegs.SCICCR.bit.rsvd1 0x7050 %B16 #MASK=0xFF00
SciaRegs.SCICCR.bit.SCICHAR 0x7050 %B16 #MASK=0x7
SciaRegs.SCICCR.bit.STOPBITS 0x7050 %B16 #MASK=0x80
SciaRegs.SCICTL1.all 0x7051 %U16 #Unsigned
SciaRegs.SCICTL1.bit.rsvd 0x7051 %B16 #MASK=0x10
SciaRegs.SCICTL1.bit.rsvd1 0x7051 %B16 #MASK=0xFF80
SciaRegs.SCICTL1.bit.RXENA 0x7051 %B16 #MASK=0x1
SciaRegs.SCICTL1.bit.RXERRINTENA 0x7051 %B16 #MASK=0x40
SciaRegs.SCICTL1.bit.SLEEP 0x7051 %B16 #MASK=0x4
SciaRegs.SCICTL1.bit.SWRESET 0x7051 %B16 #MASK=0x20
SciaRegs.SCICTL1.bit.TXENA 0x7051 %B16 #MASK=0x2
SciaRegs.SCICTL1.bit.TXWAKE 0x7051 %B16 #MASK=0x8
SciaRegs.SCICTL2.all 0x7054 %U16 #Unsigned
SciaRegs.SCICTL2.bit.rsvd 0x7054 %B16 #MASK=0x3C
SciaRegs.SCICTL2.bit.rsvd1 0x7054 %B16 #MASK=0xFF00
SciaRegs.SCICTL2.bit.RXBKINTENA 0x7054 %B16 #MASK=0x2
SciaRegs.SCICTL2.bit.TXEMPTY 0x7054 %B16 #MASK=0x40
SciaRegs.SCICTL2.bit.TXINTENA 0x7054 %B16 #MASK=0x1
SciaRegs.SCICTL2.bit.TXRDY 0x7054 %B16 #MASK=0x80
SciaRegs.SCIFFCT.all 0x705C %U16 #Unsigned
SciaRegs.SCIFFCT.bit.ABD 0x705C %B16 #MASK=0x8000
SciaRegs.SCIFFCT.bit.ABDCLR 0x705C %B16 #MASK=0x4000
SciaRegs.SCIFFCT.bit.CDC 0x705C %B16 #MASK=0x2000
SciaRegs.SCIFFCT.bit.FFTXDLY 0x705C %B16 #MASK=0xFF
SciaRegs.SCIFFCT.bit.rsvd 0x705C %B16 #MASK=0x1F00
SciaRegs.SCIFFRX.all 0x705B %U16 #Unsigned
SciaRegs.SCIFFRX.bit.RXFFIENA 0x705B %B16 #MASK=0x20
SciaRegs.SCIFFRX.bit.RXFFIL 0x705B %B16 #MASK=0x1F
SciaRegs.SCIFFRX.bit.RXFFINT 0x705B %B16 #MASK=0x80
SciaRegs.SCIFFRX.bit.RXFFINTCLR 0x705B %B16 #MASK=0x40
SciaRegs.SCIFFRX.bit.RXFFOVF 0x705B %B16 #MASK=0x8000
SciaRegs.SCIFFRX.bit.RXFFOVRCLR 0x705B %B16 #MASK=0x4000
SciaRegs.SCIFFRX.bit.RXFFST 0x705B %B16 #MASK=0x1F00
SciaRegs.SCIFFRX.bit.RXFIFORESET 0x705B %B16 #MASK=0x2000
SciaRegs.SCIFFTX.all 0x705A %U16 #Unsigned
SciaRegs.SCIFFTX.bit.SCIFFENA 0x705A %B16 #MASK=0x4000
SciaRegs.SCIFFTX.bit.SCIRST 0x705A %B16 #MASK=0x8000
SciaRegs.SCIFFTX.bit.TXFFIENA 0x705A %B16 #MASK=0x20
SciaRegs.SCIFFTX.bit.TXFFIL 0x705A %B16 #MASK=0x1F
SciaRegs.SCIFFTX.bit.TXFFINT 0x705A %B16 #MASK=0x80
SciaRegs.SCIFFTX.bit.TXFFINTCLR 0x705A %B16 #MASK=0x40
SciaRegs.SCIFFTX.bit.TXFFST 0x705A %B16 #MASK=0x1F00
SciaRegs.SCIFFTX.bit.TXFIFOXRESET 0x705A %B16 #MASK=0x2000
SciaRegs.SCIHBAUD 0x7052 %U16 #Unsigned
SciaRegs.SCILBAUD 0x7053 %U16 #Unsigned
SciaRegs.SCIPRI.all 0x705F %U16 #Unsigned
SciaRegs.SCIPRI.bit.FREE 0x705F %B16 #MASK=0x8
SciaRegs.SCIPRI.bit.rsvd 0x705F %B16 #MASK=0x7
SciaRegs.SCIPRI.bit.rsvd1 0x705F %B16 #MASK=0xE0
SciaRegs.SCIPRI.bit.SOFT 0x705F %B16 #MASK=0x10
SciaRegs.SCIRXBUF.all 0x7057 %U16 #Unsigned
SciaRegs.SCIRXBUF.bit.rsvd 0x7057 %B16 #MASK=0x3F00
SciaRegs.SCIRXBUF.bit.RXDT 0x7057 %B16 #MASK=0xFF
SciaRegs.SCIRXBUF.bit.SCIFFFE 0x7057 %B16 #MASK=0x8000
SciaRegs.SCIRXBUF.bit.SCIFFPE 0x7057 %B16 #MASK=0x4000
SciaRegs.SCIRXEMU 0x7056 %U16 #Unsigned
SciaRegs.SCIRXST.all 0x7055 %U16 #Unsigned
SciaRegs.SCIRXST.bit.BRKDT 0x7055 %B16 #MASK=0x20
SciaRegs.SCIRXST.bit.FE 0x7055 %B16 #MASK=0x10
SciaRegs.SCIRXST.bit.OE 0x7055 %B16 #MASK=0x8
SciaRegs.SCIRXST.bit.PE 0x7055 %B16 #MASK=0x4
SciaRegs.SCIRXST.bit.rsvd 0x7055 %B16 #MASK=0x1
SciaRegs.SCIRXST.bit.RXERROR 0x7055 %B16 #MASK=0x80
SciaRegs.SCIRXST.bit.RXRDY 0x7055 %B16 #MASK=0x40
SciaRegs.SCIRXST.bit.RXWAKE 0x7055 %B16 #MASK=0x2
SciaRegs.SCITXBUF 0x7059 %U16 #Unsigned
serial_nr 0x88A0 %U32 #Unsigned
set_datetm 0x8D59 %U16 #Unsigned
spi_sm 0x8881 %U16 #Unsigned
SpiaRegs.rsvd1 0x7043 %U16 #Unsigned
SpiaRegs.rsvd2 0x7045 %U16 #Unsigned
SpiaRegs.rsvd3[0] 0x704D %U16 #Unsigned
SpiaRegs.rsvd3[1] 0x704E %U16 #Unsigned
SpiaRegs.SPIBRR 0x7044 %U16 #Unsigned
SpiaRegs.SPICCR.all 0x7040 %U16 #Unsigned
SpiaRegs.SPICCR.bit.CLKPOLARITY 0x7040 %B16 #MASK=0x40
SpiaRegs.SPICCR.bit.rsvd1 0x7040 %B16 #MASK=0x20
SpiaRegs.SPICCR.bit.rsvd2 0x7040 %B16 #MASK=0xFF00
SpiaRegs.SPICCR.bit.SPICHAR 0x7040 %B16 #MASK=0xF
SpiaRegs.SPICCR.bit.SPILBK 0x7040 %B16 #MASK=0x10
SpiaRegs.SPICCR.bit.SPISWRESET 0x7040 %B16 #MASK=0x80
SpiaRegs.SPICTL.all 0x7041 %U16 #Unsigned
SpiaRegs.SPICTL.bit.CLK_PHASE 0x7041 %B16 #MASK=0x8
SpiaRegs.SPICTL.bit.MASTER_SLAVE 0x7041 %B16 #MASK=0x4
SpiaRegs.SPICTL.bit.OVERRUNINTENA 0x7041 %B16 #MASK=0x10
SpiaRegs.SPICTL.bit.rsvd 0x7041 %B16 #MASK=0xFFE0
SpiaRegs.SPICTL.bit.SPIINTENA 0x7041 %B16 #MASK=0x1
SpiaRegs.SPICTL.bit.TALK 0x7041 %B16 #MASK=0x2
SpiaRegs.SPIDAT 0x7049 %U16 #Unsigned
SpiaRegs.SPIFFCT.all 0x704C %U16 #Unsigned
SpiaRegs.SPIFFCT.bit.rsvd 0x704C %B16 #MASK=0xFF00
SpiaRegs.SPIFFCT.bit.TXDLY 0x704C %B16 #MASK=0xFF
SpiaRegs.SPIFFRX.all 0x704B %U16 #Unsigned
SpiaRegs.SPIFFRX.bit.RXFFIENA 0x704B %B16 #MASK=0x20
SpiaRegs.SPIFFRX.bit.RXFFIL 0x704B %B16 #MASK=0x1F
SpiaRegs.SPIFFRX.bit.RXFFINT 0x704B %B16 #MASK=0x80
